院校名称,院校类型,是否是211,是否是985,是否有研究生院,院校隶属,所在地区,学校网址,特殊招生,学校排名,科学研究,星级,总分,人才培养,综合声誉,办学层次
闽南理工学院,工科院校（本科）,,,,福建省教育厅,福建,http://www.mnust.cn/,[''],,,0,,,,
泉州纺织服装职业学院,综合院校（专科）,,,,福建省教育厅,福建,http://www.qzfzfz.com/,[''],,,0,,,,
泉州华光职业学院,综合院校（专科）,,,,福建省教育厅,福建,http://www.hgu.cn/,[''],,,0,,,,
泉州理工职业学院,综合院校（专科）,,,,福建省教育厅,福建,http://www.qzit.edu.cn/,[''],,,0,,,,
福建师范大学闽南科技学院,工科院校（本科）,,,,福建省教育厅,福建,http://www.mnkjxy.com/,[''],,,0,,,,
福建农林大学东方学院,工科院校（本科）,,,,福建省教育厅,福建,http://www.fafuoc.com/,[''],,,0,,,,
华侨大学厦门工学院,工科院校（本科）,,,,福建省教育厅,福建,http://www.xit.edu.cn/,[''],,,0,,,,
福州大学阳光学院,工科院校（本科）,,,,福建省教育厅,福建,http://www.fdygxy.cn/,[''],,,0,,,,
厦门大学嘉庚学院,综合院校（本科）,,,,福建省教育厅,福建,http://www.xujc.com/,[''],,,0,,,,
集美大学诚毅学院,综合院校（本科）,,,,福建省教育厅,福建,http://chengyi.jmu.edu.cn/,[''],,,0,,,,
福建师范大学协和学院,综合院校（本科）,,,,福建省教育厅,福建,http://cuc.fjnu.edu.cn/,[''],,,0,,,,
福建警官职业学院,政法院校（专科）,,,,福建省教育厅,福建,http://www.fjjgxy.com/,[''],,,0,,,,
福州外语外贸学院,财经院校（本科）,,,,福建省教育厅,福建,http://www.fzfu.com/,[''],,,0,,,,
闽北职业技术学院,综合院校（专科）,,,,福建省教育厅,福建,http://www.mbu.cn/,[''],,,0,,,,
福州黎明职业技术学院,工科院校（专科）,,,,福建省教育厅,福建,http://www.fzlmxy.cn/,[''],,,0,,,,
泉州信息职业技术学院,工科院校（专科）,,,,福建省教育厅,福建,http://www.qziedu.cn/,[''],,,0,,,,
厦门演艺职业学院,艺术院校（专科）,,,,福建省教育厅,福建,http://www.xmyanyi.com/,[''],,,0,,,,
厦门华天涉外职业技术学院,综合院校（专科）,,,,福建省教育厅,福建,http://www.xmht.com/,[''],,,0,,,,
福州科技职业技术学院,综合院校,,,,福建省教育厅,福建,http://www.fzstc.com/,[''],,,0,,,,
泉州经贸职业技术学院,财经院校（专科）,,,,福建省教育厅,福建,http://www.qzjmc.cn/,[''],,,0,,,,
福建对外经济贸易职业技术学院,财经院校（专科）,,,,福建省教育厅,福建,http://www.fibec.cn/,[''],,,0,,,,
湄洲湾职业技术学院,综合院校（专科）,,,,福建省教育厅,福建,http://www.fjmzw.com/,[''],,,0,,,,
福州海峡职业技术学院,财经院校（专科）,,,,福建省教育厅,福建,http://www.hxcollege.com/,[''],,,0,,,,
南昌大学,综合院校（本科）,211,,,江西省教育厅,江西,http://www.ncu.edu.cn/,['高水平运动员'],78,62.39,3,63.94,64.66,67.13,中国知名大学
江西师范大学,师范院校（本科）,,,,江西省教育厅,江西,http://www.jxnu.edu.cn/,['高水平运动员'],139,61.24,0,62.54,63.89,61.97,
江西财经大学,财经院校（本科）,,,,江西省教育厅,江西,http://www.jxufe.cn/,['高水平运动员'],168,60.63,3,62.24,63.76,62.2,中国知名大学
江西农业大学,农业院校（本科）,,,,江西省教育厅,江西,http://www.jxau.edu.cn/,[''],193,60.56,0,62.07,63.56,61.81,
江西理工大学,工科院校（本科）,,,,江西省教育厅,江西,http://www.jxust.cn/,[''],248,60.56,0,61.78,63.32,60.16,
景德镇陶瓷学院,工科院校（本科）,,,,江西省教育厅,江西,http://www.jci.edu.cn/,[''],263,60.75,0,61.75,63.06,60.16,
东华理工大学,工科院校（本科）,,,,江西省教育厅,江西,http://www.ecit.edu.cn/,[''],264,60.63,0,61.74,63.14,60.16,
华东交通大学,工科院校（本科）,,,,江西省教育厅,江西,http://www.ecjtu.jx.cn/,['高水平运动员'],276,60.45,0,61.7,63.23,60.16,
南昌航空大学,工科院校（本科）,,,,江西省教育厅,江西,http://www.nchu.edu.cn/,['高水平运动员'],300,60.4,0,61.62,63.12,60.16,
赣南师范学院,师范院校（本科）,,,,江西省教育厅,江西,http://www.gnnu.cn/,['高水平运动员'],336,60.29,0,61.53,63.02,60.16,
江西中医药大学,医药院校（本科）,,,,江西省教育厅,江西,http://www.jxutcm.edu.cn/,[''],349,60.27,0,61.5,63.01,60,
井冈山大学,综合院校（本科）,,,,江西省教育厅,江西,http://www.jgsu.edu.cn/,['高水平运动员'],422,60.08,0,61.39,62.9,60.16,
九江学院,综合院校（本科）,,,,江西省教育厅,江西,http://www.jju.edu.cn/,[''],441,60.06,0,61.37,62.9,60.16,
赣南医学院,医药院校（本科）,,,,江西省教育厅,江西,http://www.gmu.cn/,[''],482,60.03,0,61.34,62.89,60,
上饶师范学院,师范院校（本科）,,,,江西省教育厅,江西,http://www.sru.jx.cn/,[''],482,60.02,0,61.34,62.89,60,
江西科技师范大学,师范院校（本科）,,,,江西省教育厅,江西,http://www.jxstnu.edu.cn/,['高水平运动员'],516,60.08,0,61.23,62.53,60.33,
宜春学院,综合院校（本科）,,,,江西省教育厅,江西,http://www.ycu.jx.cn/,[''],561,60.03,0,61.15,62.47,60,
南昌工程学院,工科院校（本科）,,,,江西省教育厅,江西,http://www.nit.edu.cn/,[''],561,60.04,0,61.15,62.46,60,
新余学院,综合院校（本科）,,,,江西省教育厅,江西,http://www.xyc.edu.cn/,[''],617,60,0,61.13,62.45,60,
南昌师范学院,师范院校（本科）,,,,江西省教育厅,江西,http://www.jxie.edu.cn/,[''],617,60,0,61.13,62.46,60,
萍乡学院,综合院校（专科）,,,,江西省教育厅,江西,http://www.pxc.jx.cn/,[''],617,60,0,61.13,62.45,60,
景德镇学院,综合院校（专科）,,,,江西省教育厅,江西,http://www.jcc.jx.cn/,[''],617,60,0,61.13,62.45,60,
江西工业职业技术学院,综合院校（专科）,,,,江西省教育厅,江西,http://www.jxgzy.cn/,[''],,,0,,,,
江西科技学院,综合院校（本科）,,,,江西省教育厅,江西,http://www.jxbsu.com/,[''],,,0,,,,
江西医学院上饶分院,医药院校（专科）,,,,江西省教育厅,江西,http://www.sryx.cn/,[''],,,0,,,,
江西警察学院,政法院校（本科）,,,,江西省教育厅,江西,http://www.jxga.com/,[''],,,0,,,,
九江职业大学,综合院校（专科）,,,,江西省教育厅,江西,http://www.jjvu.jx.cn/,[''],,,0,,,,
九江职业技术学院,综合院校（专科）,,,,江西省教育厅,江西,http://www.jvtc.jx.cn/,[''],,,0,,,,
江西渝州科技职业学院,工科院校（专科）,,,,江西省教育厅,江西,http://www.ygxy.com/,[''],,,0,,,,
江西司法警官职业学院,政法院校（专科）,,,,江西省教育厅,江西,http://www.jxsfjy.cn/,[''],,,0,,,,
江西陶瓷工艺美术职业技术学院,艺术院校（专科）,,,,江西省教育厅,江西,http://www.jxgymy.com/,[''],,,0,,,,
江西旅游商贸职业学院,财经院校（专科）,,,,江西省教育厅,江西,http://www.jxlsxy.com/,[''],,,0,,,,
江西电力职业技术学院,工科院校（专科）,,,,江西省教育厅,江西,http://www.dlzy.jx.sgcc.com.cn/,[''],,,0,,,,
江西环境工程职业学院,林业院校（专科）,,,,江西省教育厅,江西,http://www.jxhjxy.com/,[''],,,0,,,,
江西艺术职业学院,艺术院校（专科）,,,,江西省教育厅,江西,http://www.jxysedu.com/,[''],,,0,,,,
鹰潭职业技术学院,综合院校（专科）,,,,江西省教育厅,江西,http://www.jxytxy.com.cn/,[''],,,0,,,,
江西城市职业学院,综合院校（专科）,,,,江西省教育厅,江西,http://www.jxcsedu.com/,[''],,,0,,,,
江西信息应用职业技术学院,工科院校（专科）,,,,江西省教育厅,江西,http://www.jxcia.com/,[''],,,0,,,,
江西交通职业技术学院,工科院校（专科）,,,,江西省教育厅,江西,http://www.jxjtxy.com/,[''],,,0,,,,
江西财经职业学院,财经院校（专科）,,,,江西省教育厅,江西,http://www.jxvc.jx.cn/,[''],,,0,,,,
江西应用技术职业学院,工科院校（专科）,,,,江西省教育厅,江西,http://www.jxyyxy.com/xy/,[''],,,0,,,,
江西现代职业技术学院,工科院校（专科）,,,,江西省教育厅,江西,http://www.jxxdxy.com/,[''],,,0,,,,
江西工程职业学院,综合院校（专科）,,,,江西省教育厅,江西,http://www.jxgcxy.com/,[''],,,0,,,,
江西机电职业技术学院,工科院校（专科）,,,,江西省教育厅,江西,http://www.jxjdxy.com/,[''],,,0,,,,
江西服装学院,艺术院校（本科）,,,,江西省教育厅,江西,http://www.jseea.cn/,[''],,,0,,,,
江西科技职业学院,综合院校（专科）,,,,江西省教育厅,江西,http://www.jxkeda.com/,[''],,,0,,,,
南昌职业学院,综合院校（专科）,,,,江西省教育厅,江西,http://www.nczyxy.com/,[''],,,0,,,,
南昌工学院,民族院校（本科）,,,,江西省教育厅,江西,http://www.ncgxy.com/,[''],,,0,,,,
江西外语外贸职业学院,财经院校（专科）,,,,江西省教育厅,江西,http://www.jxcfs.com/,[''],,,0,,,,
江西工业贸易职业技术学院,综合院校（专科）,,,,江西省教育厅,江西,http://www.jxgmxy.com/,[''],,,0,,,,
宜春职业技术学院,综合院校（专科）,,,,江西省教育厅,江西,http://www.ycvc.jx.cn/,[''],,,0,,,,
江西应用工程职业学院,工科院校（专科）,,,,江西省教育厅,江西,http://www.jxatei.net/,[''],,,0,,,,
江西生物科技职业学院,农业院校（专科）,,,,江西省教育厅,江西,http://www.jxswkj.com/,[''],,,0,,,,
江西建设职业技术学院,工科院校（专科）,,,,江西省教育厅,江西,http://www.jxjsxy.com/,[''],,,0,,,,
抚州职业技术学院,工科院校（专科）,,,,江西省教育厅,江西,http://www.fzjsxy.com/,[''],,,0,,,,
南昌大学科学技术学院,综合院校（本科）,,,,江西省教育厅,江西,http://www.ndkj.com.cn/,[''],,,0,,,,
南昌大学共青学院,综合院校（本科）,,,,江西省教育厅,江西,http://www.ndgy.cn/,[''],,,0,,,,
华东交通大学理工学院,工科院校（本科）,,,,江西省教育厅,江西,http://www.ecjtuit.com.cn/,[''],,,0,,,,
南昌航空大学科技学院,工科院校（本科）,,,,江西省教育厅,江西,http://www.nckjxy.cn/,[''],,,0,,,,
江西理工大学应用科学学院,工科院校（本科）,,,,江西省教育厅,江西,http://www.asc.jx.cn/,[''],,,0,,,,
景德镇陶瓷学院科技艺术学院,工科院校（本科）,,,,江西省教育厅,江西,http://www.jci-ky.cn/,[''],,,0,,,,
江西农业大学南昌商学院,综合院校（本科）,,,,江西省教育厅,江西,http://www.ncsxy.com/,[''],,,0,,,,
江西中医药大学科技学院,医药院校（本科）,,,,江西省教育厅,江西,http://www.jxtcmstc.com/,[''],,,0,,,,
江西师范大学科学技术学院,综合院校（本科）,,,,江西省教育厅,江西,http://kjxy.jxnu.edu.cn/,[''],,,0,,,,
赣南师范学院科技学院,师范院校（本科）,,,,江西省教育厅,江西,http://www.gnsyky.cn/,[''],,,0,,,,
江西科技师范学院理工学院,工科院校（本科）,,,,江西省教育厅,江西,http://www.jxstnupi.cn/,[''],,,0,,,,
江西财经大学现代经济管理学院,财经院校（本科）,,,,江西省教育厅,江西,http://xjg.jxufe.cn/,[''],,,0,,,,
南昌师范高等专科学校,师范院校（专科）,,,,江西省教育厅,江西,http://www.nctc.com.cn/,[''],,,0,,,,
江西中医药高等专科学校,医药院校（专科）,,,,江西省教育厅,江西,http://www.jxtcms.net/,[''],,,0,,,,
江西先锋软件职业技术学院,工科院校（专科）,,,,江西省教育厅,江西,http://www.aheadedu.com/,[''],,,0,,,,
江西经济管理职业学院,财经院校（专科）,,,,江西省教育厅,江西,http://www.jiea.cn/,[''],,,0,,,,
江西制造职业技术学院,工科院校（专科）,,,,江西省教育厅,江西,http://www.jxmtc.com/,[''],,,0,,,,
江西工业工程职业技术学院,工科院校（专科）,,,,江西省教育厅,江西,http://www.jxgcxy.net/,[''],,,0,,,,
江西青年职业学院,综合院校（专科）,,,,江西省教育厅,江西,http://www.jxqy.com.cn/,[''],,,0,,,,
上饶职业技术学院,工科院校（专科）,,,,江西省教育厅,江西,http://www.srzy.cn/,[''],,,0,,,,
江西航空职业技术学院,工科院校（专科）,,,,江西省教育厅,江西,http://www.jhxy.com.cn/,[''],,,0,,,,
江西农业工程职业学院,农业院校（专科）,,,,江西省教育厅,江西,http://www.ganxidx.com/,[''],,,0,,,,
赣西科技职业学院,综合院校（专科）,,,,江西省教育厅,江西,http://www.ganxidx.com/,[''],,,0,,,,
东华理工大学长江学院,工科院校（本科）,,,,江西省教育厅,江西,http://ytc.ecit.edu.cn/,[''],,,0,,,,
山东大学,综合院校（本科）,211,985,研,教育部,山东,http://www.bkzs.sdu.edu.cn/,['自主招生、艺术特长生、高水平运动员'],16,72.57,5,72.58,72.92,71.14,中国一流大学
中国海洋大学,综合院校（本科）,211,985,,教育部,山东,http://www.ouc.edu.cn/,['自主招生、艺术特长生、高水平运动员'],48,64.07,4,65.24,65.88,67.23,中国高水平大学
山东师范大学,师范院校（本科）,,,,山东省教育厅,山东,http://www.sdnu.edu.cn/,['高水平运动员'],120,61.63,3,62.93,64.69,60.66,中国知名大学
山东农业大学,农业院校（本科）,,,,山东省教育厅,山东,http://www.sdau.edu.cn/,['高水平运动员'],124,61.85,3,62.82,64.31,60.33,中国知名大学
山东科技大学,综合院校（本科）,,,,山东省教育厅,山东,http://www.sdust.edu.cn/,['高水平运动员'],148,61.49,3,62.46,63.87,60.33,中国知名大学
青岛大学,综合院校（本科）,,,,山东省教育厅,山东,http://www.qdu.edu.cn/,['高水平运动员'],153,61.26,0,62.38,63.83,60.66,
青岛科技大学,工科院校（本科）,,,,山东省教育厅,山东,http://www.qust.edu.cn/,['高水平运动员'],174,61.36,0,62.21,63.45,60.33,
曲阜师范大学,师范院校（本科）,,,,山东省教育厅,山东,http://www.qfnu.edu.cn/,[''],206,60.59,0,61.97,63.69,60.16,
济南大学,综合院校（本科）,,,,山东省教育厅,山东,http://www.ujn.edu.cn/,['高水平运动员'],219,60.88,0,61.92,63.28,60.33,
烟台大学,综合院校（本科）,,,,山东省教育厅,山东,http://www.ytu.edu.cn/,[''],229,60.79,0,61.86,63.26,60.16,
青岛理工大学,工科院校（本科）,,,,山东省教育厅,山东,http://www.qtech.edu.cn/,[''],233,60.78,0,61.83,63.2,60.16,
山东财经大学,财经院校（本科）,,,,山东省教育厅,山东,http://www.sdufe.edu.cn/,['高水平运动员'],258,60.68,0,61.76,63.11,60.33,
山东理工大学,工科院校（本科）,,,,山东省教育厅,山东,http://www.sdut.edu.cn/,['高水平运动员'],258,60.6,0,61.76,63.23,60.16,
山东中医药大学,医药院校（本科）,,,,山东省教育厅,山东,http://www.sdutcm.edu.cn/,['高水平运动员'],264,60.42,0,61.74,63.37,60.16,
聊城大学,综合院校（本科）,,,,山东省教育厅,山东,http://www.lcu.edu.cn/,['高水平运动员'],274,60.44,0,61.71,63.26,60.16,
山东建筑大学,工科院校（本科）,,,,山东省教育厅,山东,http://www.sdjzu.edu.cn/,[''],293,60.48,0,61.65,63.09,60.16,
青岛农业大学,农业院校（本科）,,,,山东省教育厅,山东,http://www.qau.edu.cn/,[''],299,60.43,0,61.64,63.12,60.16,
鲁东大学,综合院校（本科）,,,,山东省教育厅,山东,http://www.ldu.edu.cn/,['高水平运动员'],300,60.42,0,61.62,63.09,60.16,
齐鲁工业大学,工科院校（本科）,,,,山东省教育厅,山东,http://www.qlu.edu.cn/,[''],309,60.42,0,61.6,63.09,60,
临沂大学,综合院校（本科）,,,,山东省教育厅,山东,http://www.lyu.edu.cn/,[''],338,60.28,0,61.52,62.95,60.44,
潍坊医学院,医药院校（本科）,,,,山东省教育厅,山东,http://www.wfmc.edu.cn/,[''],376,60.09,0,61.45,63.07,60,
泰山医学院,医药院校（本科）,,,,山东省教育厅,山东,http://www.tsmc.edu.cn/,[''],384,60.15,0,61.44,62.99,60,
山东工商学院,工科院校（本科）,,,,山东省教育厅,山东,http://www.sdibt.edu.cn/,['高水平运动员'],392,60.18,0,61.43,62.95,60,
滨州医学院,医药院校（本科）,,,,山东省教育厅,山东,http://www.bzmc.edu.cn/,[''],392,60.13,0,61.43,62.98,60,
德州学院,综合院校（本科）,,,,山东省教育厅,山东,http://www.dzu.edu.cn/,['高水平运动员'],441,60.06,0,61.37,62.92,60,
济宁医学院,医药院校（本科）,,,,山东省教育厅,山东,http://www.jnmc.edu.cn/,[''],441,60.04,0,61.37,62.94,60,
潍坊学院,综合院校（本科）,,,,山东省教育厅,山东,http://www.wfu.edu.cn/,[''],472,60.02,0,61.35,62.89,60.16,
山东交通学院,工科院校（本科）,,,,山东省教育厅,山东,http://www.sdjtu.edu.cn/,[''],561,60.01,0,61.15,62.46,60.16,
滨州学院,师范院校（本科）,,,,山东省教育厅,山东,http://www.bzu.edu.cn/,[''],561,60.02,0,61.15,62.48,60,
泰山学院,综合院校（本科）,,,,山东省教育厅,山东,http://www.tsu.edu.cn/,[''],588,60.02,0,61.14,62.45,60,
枣庄学院,综合院校（本科）,,,,山东省教育厅,山东,http://www.uzz.edu.cn/,[''],588,60.04,0,61.14,62.45,60,
菏泽学院,综合院校（本科）,,,,山东省教育厅,山东,http://www.hezeu.edu.cn/,[''],617,60,0,61.13,62.45,60,
山东政法学院,政法院校（本科）,,,,山东省教育厅,山东,http://www.sdupsl.edu.cn/,[''],617,60.01,0,61.13,62.45,60,
济宁学院,师范院校（本科）,,,,山东省教育厅,山东,http://www.jnxy.edu.cn/,[''],617,60.01,0,61.13,62.45,60,
山东青年政治学院,综合院校（本科）,,,,山东省教育厅,山东,http://www.sdyu.edu.cn/,[''],617,60,0,61.13,62.45,60,
齐鲁师范学院,师范院校（本科）,,,,山东省教育厅,山东,http://www.qlnu.edu.cn/,[''],687,60.03,0,60.02,60.02,60,
山东女子学院,综合院校（本科）,,,,山东省教育厅,山东,http://www.sdwu.edu.cn/,[''],702,60.01,0,60,60,60,
山东管理学院,综合院校（本科）,,,,山东省教育厅,山东,http://www.sdtuc.edu.cn/,[''],702,60,0,60,60,60,
山东农业工程学院,工科院校（本科）,,,,山东省教育厅,山东,http://www.sdngy.edu.cn/,[''],702,60,0,60,60,60,
山东医学高等专科学校,医药院校（专科）,,,,山东省教育厅,山东,http://www.sdmc.edu.cn/,[''],,,0,,,,
菏泽医学专科学校,医药院校（专科）,,,,山东省教育厅,山东,http://www.hzmc.edu.cn/,[''],,,0,,,,
山东体育学院,体育院校（本科）,,,,山东省教育厅,山东,http://www.sdpei.edu.cn/,[''],,,0,,,,
山东艺术学院,艺术院校（本科）,,,,山东省教育厅,山东,http://www.sdca.edu.cn/,[''],,,0,,,,
山东万杰医学院,医药院校（本科）,,,,山东省教育厅,山东,http://www.wjmu.net/,[''],,,0,,,,
山东商业职业技术学院,财经院校（专科）,,,,山东省教育厅,山东,http://www.sict.edu.cn/,[''],,,0,,,,
青岛滨海学院,综合院校（本科）,,,,山东省教育厅,山东,http://www.binhaicollege.com/,[''],,,0,,,,
山东工艺美术学院,艺术院校（本科）,,,,山东省教育厅,山东,http://www.sdada.edu.cn/,[''],,,0,,,,
山东警察学院,政法院校（本科）,,,,山东省教育厅,山东,http://www.sdpc.edu.cn/,[''],,,0,,,,
山东电力高等专科学校,工科院校（专科）,,,,山东省教育厅,山东,http://www.sepc.edu.cn/,[''],,,0,,,,
日照职业技术学院,综合院校（专科）,,,,山东省教育厅,山东,http://www.gotorzu.cn/,[''],,,0,,,,
曲阜远东职业技术学院,综合院校（专科）,,,,山东省教育厅,山东,http://www.fareast-edu.net/,[''],,,0,,,,
青岛职业技术学院,综合院校（专科）,,,,山东省教育厅,山东,http://www.qtc.edu.cn/,[''],,,0,,,,
威海职业学院,综合院校（专科）,,,,山东省教育厅,山东,http://www.weihaicollege.com/,[''],,,0,,,,
济南铁道职业技术学院,工科院校（专科）,,,,山东省教育厅,山东,http://www.jnrp.edu.cn/,[''],,,0,,,,
山东劳动职业技术学院,工科院校（专科）,,,,山东省教育厅,山东,http://www.sdlvtc.cn/,[''],,,0,,,,
莱芜职业技术学院,综合院校（专科）,,,,山东省教育厅,山东,http://www.lwvc.net/,[''],,,0,,,,
烟台南山学院,工科院校（本科）,,,,山东省教育厅,山东,http://www.nanshan.edu.cn/,[''],,,0,,,,
济宁职业技术学院,综合院校（专科）,,,,山东省教育厅,山东,http://www.jnzjxy.com.cn/,[''],,,0,,,,
潍坊职业学院,综合院校（专科）,,,,山东省教育厅,山东,http://www.sdwfvc.cn/,[''],,,0,,,,
烟台职业学院,综合院校（专科）,,,,山东省教育厅,山东,http://www.ytvc.com.cn/,[''],,,0,,,,
东营职业学院,综合院校（专科）,,,,山东省教育厅,山东,http://www.dyxy.net/,[''],,,0,,,,
聊城职业技术学院,综合院校（专科）,,,,山东省教育厅,山东,http://www.lctvu.sd.cn/,[''],,,0,,,,
滨州职业学院,综合院校（专科）,,,,山东省教育厅,山东,http://www.bzpt.edu.cn/,[''],,,0,,,,
山东科技职业学院,工科院校（专科）,,,,山东省教育厅,山东,http://www.sdzy.com.cn/,[''],,,0,,,,
山东服装职业学院,综合院校（专科）,,,,山东省教育厅,山东,http://www.sdfzxy.com/,[''],,,0,,,,
德州科技职业学院,综合院校（专科）,,,,山东省教育厅,山东,http://www.sddzkj.com/,[''],,,0,,,,
潍坊科技学院,综合院校（本科）,,,,山东省教育厅,山东,http://www.wfkjxy.com.cn/,[''],,,0,,,,
山东力明科技职业学院,综合院校（专科）,,,,山东省教育厅,山东,http://www.6789.com.cn/,[''],,,0,,,,
山东圣翰财贸职业学院,综合院校（专科）,,,,山东省教育厅,山东,http://www.suu.com.cn/,[''],,,0,,,,
山东水利职业学院,工科院校（专科）,,,,山东省教育厅,山东,http://www.sdwrp.com/,[''],,,0,,,,
山东畜牧兽医职业学院,农业院校（专科）,,,,山东省教育厅,山东,http://www.sdmyxy.cn/,[''],,,0,,,,
青岛飞洋职业技术学院,综合院校（专科）,,,,山东省教育厅,山东,http://www.feiyangcollege.com/,[''],,,0,,,,
山东英才学院,综合院校（本科）,,,,山东省教育厅,山东,http://www.ycxy.com/,[''],,,0,,,,
山东大王职业学院,综合院校（专科）,,,,山东省教育厅,山东,http://www.dwcollege.net/,[''],,,0,,,,
山东交通职业学院,工科院校（专科）,,,,山东省教育厅,山东,http://www.sdjtzyxy.com/,[''],,,0,,,,
淄博职业学院,综合院校（专科）,,,,山东省教育厅,山东,http://www.zbvc.cn/,[''],,,0,,,,
山东外贸职业学院,财经院校（专科）,,,,山东省教育厅,山东,http://www.sdwm.cn/,[''],,,0,,,,
青岛酒店管理职业技术学院,财经院校（专科）,,,,山东省教育厅,山东,http://www.qchm.edu.cn/,[''],,,0,,,,
山东信息职业技术学院,工科院校（专科）,,,,山东省教育厅,山东,http://www.sdcit.cn/,[''],,,0,,,,
淄博科技职业学院,综合院校（专科）,,,,山东省教育厅,山东,http://www.zbvc.cn/,[''],,,0,,,,
青岛港湾职业技术学院,工科院校（专科）,,,,山东省教育厅,山东,http://www.qdgw.edu.cn/,[''],,,0,,,,
青岛恒星职业技术学院,综合院校（专科）,,,,山东省教育厅,山东,http://www.hx.cn/,[''],,,0,,,,
山东胜利职业学院,工科院校（专科）,,,,山东省教育厅,山东,http://www.sdslvc.com/,[''],,,0,,,,
山东经贸职业学院,综合院校（专科）,,,,山东省教育厅,山东,http://www.sdecu.com/,[''],,,0,,,,
山东工业职业学院,工科院校（专科）,,,,山东省教育厅,山东,http://www.sdivc.net.cn/,[''],,,0,,,,
山东化工职业学院,综合院校（专科）,,,,山东省教育厅,山东,http://www.qledu.net/,[''],,,0,,,,
青岛黄海学院,综合院校（本科）,,,,山东省教育厅,山东,http://www.huanghaicollege.com/,[''],,,0,,,,
青岛求实职业技术学院,综合院校（专科）,,,,山东省教育厅,山东,http://www.qdqs.com/,[''],,,0,,,,
山东现代职业学院,综合院校（专科）,,,,山东省教育厅,山东,http://www.uxd.com.cn/,[''],,,0,,,,
济南职业学院,综合院校（专科）,,,,山东省教育厅,山东,http://www.jnvc.cn/,[''],,,0,,,,
山东协和学院,医药院校（本科）,,,,山东省教育厅,山东,http://www.sdxiehe.edu.cn/,[''],,,0,,,,
烟台大学文经学院,综合院校（本科）,,,,山东省教育厅,山东,http://wenjing.ytu.edu.cn/,[''],,,0,,,,
青岛理工大学琴岛学院,工科院校（本科）,,,,山东省教育厅,山东,http://www.qdc.edu.cn/,[''],,,0,,,,
中国石油大学胜利学院,工科院校（本科）,,,,山东省教育厅,山东,http://www.pusc.cn/,[''],,,0,,,,
山东科技大学泰山科技学院,综合院校（本科）,,,,山东省教育厅,山东,http://taxq.sdust.edu.cn/,[''],,,0,,,,
淄博师范高等专科学校,师范院校（专科）,,,,山东省教育厅,山东,http://www.zbnc.edu.cn/,[''],,,0,,,,
山东中医药高等专科学校,医药院校（专科）,,,,山东省教育厅,山东,http://www.stcmchina.com/,[''],,,0,,,,
济南工程职业技术学院,工科院校（专科）,,,,山东省教育厅,山东,http://www.jngcxy.com/,[''],,,0,,,,
山东电子职业技术学院,工科院校（专科）,,,,山东省教育厅,山东,http://www.sdcet.cn/,[''],,,0,,,,
山东华宇职业技术学院,工科院校（专科）,,,,山东省教育厅,山东,http://www.sdhyxy.com/,[''],,,0,,,,
山东旅游职业学院,综合院校（专科）,,,,山东省教育厅,山东,http://www.sdts.net.cn/,[''],,,0,,,,
山东铝业职业学院,工科院校（专科）,,,,山东省教育厅,山东,http://www.shlzhj.net/,[''],,,0,,,,
山东杏林科技职业学院,综合院校（专科）,,,,山东省教育厅,山东,http://www.sdxlxy.com/,[''],,,0,,,,
泰山职业技术学院,综合院校（专科）,,,,山东省教育厅,山东,http://www.mtotc.com.cn/,[''],,,0,,,,
山东外事翻译职业学院,综合院校（专科）,,,,山东省教育厅,山东,http://www.wsfy.cn/,[''],,,0,,,,
郑州大学,综合院校（本科）,211,,,河南省教育厅,河南,http://www.zzu.edu.cn/,['自主招生、高水平运动员'],64,62.46,3,64.55,66.21,65.91,中国知名大学
河南大学,综合院校（本科）,,,,河南省教育厅,河南,http://www.henu.edu.cn/,['高水平运动员'],89,62.12,3,63.44,65.01,62.04,中国知名大学
河南农业大学,农业院校（本科）,,,,河南省教育厅,河南,http://www.henau.edu.cn/,[''],156,61.21,3,62.35,63.55,61.76,中国知名大学
河南理工大学,工科院校（本科）,,,,河南省教育厅,河南,http://www.hpu.edu.cn/,['高水平运动员'],163,61.03,0,62.26,63.56,61.64,
河南师范大学,师范院校（本科）,,,,河南省教育厅,河南,http://www.henannu.edu.cn/,['高水平运动员'],163,60.93,0,62.26,63.65,61.64,
河南工业大学,工科院校（本科）,,,,河南省教育厅,河南,http://www.haut.edu.cn/,[''],206,60.75,0,61.97,63.2,61.64,
华北水利水电大学,工科院校（本科）,,,,河南省教育厅,河南,http://www.ncwu.edu.cn/,[''],276,60.15,0,61.7,63.18,61.64,
河南科技大学,工科院校（本科）,,,,河南省教育厅,河南,http://www.haust.edu.cn/,[''],281,60.41,0,61.69,63.3,60,
河南中医学院,医药院校（本科）,,,,河南省教育厅,河南,http://www.hactcm.edu.cn/,[''],284,60.14,0,61.67,63.09,61.81,
郑州轻工业学院,工科院校（本科）,,,,河南省教育厅,河南,http://www.zzuli.edu.cn/,[''],349,60.13,0,61.5,63.1,60.16,
新乡医学院,医药院校（本科）,,,,河南省教育厅,河南,http://www.xxmu.edu.cn/,[''],370,60.12,0,61.46,63.07,60,
商丘师范学院,师范院校（本科）,,,,河南省教育厅,河南,http://www.sqnc.edu.cn/,[''],376,60.71,0,61.45,62.49,60,
中原工学院,工科院校（本科）,,,,河南省教育厅,河南,http://www.zzti.edu.cn/,[''],392,60.05,0,61.43,63.02,60.16,
